,date,headlines,ticker,company
161,2023-08-01,"Adani Total Gas reports #Q1 earnings. 

▶️Net profit up 8.5% at ₹150.2 cr vs ₹138.4 cr (YoY)
▶️Revenue up 1.3% at ₹1,056.1 cr vs ₹1,042.3 cr (YoY)
▶️EBITDA up 13.3% at ₹247.8 cr vs ₹218.6 cr (YoY)
▶️EBITDA margin at 23.5% vs 21% (YoY)",Adani Total Gas Limited,EQ
161,2023-08-01,"Adani Total Gas reports #Q1 earnings. 

▶️Net profit up 8.5% at ₹150.2 cr vs ₹138.4 cr (YoY)
▶️Revenue up 1.3% at ₹1,056.1 cr vs ₹1,042.3 cr (YoY)
▶️EBITDA up 13.3% at ₹247.8 cr vs ₹218.6 cr (YoY)
▶️EBITDA margin at 23.5% vs 21% (YoY)",Adani Total Gas Limited,EQ
161,2023-08-01,"Adani Total Gas reports #Q1 earnings. 

▶️Net profit up 8.5% at ₹150.2 cr vs ₹138.4 cr (YoY)
▶️Revenue up 1.3% at ₹1,056.1 cr vs ₹1,042.3 cr (YoY)
▶️EBITDA up 13.3% at ₹247.8 cr vs ₹218.6 cr (YoY)
▶️EBITDA margin at 23.5% vs 21% (YoY)",Adani Total Gas Limited,EQ
161,2023-08-01,"Adani Total Gas reports #Q1 earnings. 

▶️Net profit up 8.5% at ₹150.2 cr vs ₹138.4 cr (YoY)
▶️Revenue up 1.3% at ₹1,056.1 cr vs ₹1,042.3 cr (YoY)
▶️EBITDA up 13.3% at ₹247.8 cr vs ₹218.6 cr (YoY)
▶️EBITDA margin at 23.5% vs 21% (YoY)",Total Transport Systems Limited,EQ
163,2023-08-01,"Escorts Kubota reports #Q1 earnings. 

▶️Net profit up 93% at ₹283 cr vs ₹147.4 cr (YoY)
▶️Revenue up 15.5% at ₹2,327.7 cr vs ₹2,014.9 cr (YoY)
▶️EBITDA up 61.8% at ₹327 cr vs ₹202 cr (YoY)
▶️EBITDA margin at 14% vs 10% (YoY)",Escorts Kubota Limited,EQ
165,2023-08-01,"Triveni Turbine reports #Q1 earnings. 

▶️Net profit up 58.7% at ₹60.8 cr vs ₹38.3 cr (YoY)
▶️Revenue up 45.3% at ₹376.4 cr vs ₹259 cr (YoY)
▶️EBITDA up 45.9% at ₹70.9 cr vs ₹48.6 cr (YoY)
▶️EBITDA margin flat at 18.8% (YoY)",Triveni Turbine Limited,EQ
167,2023-08-01,"#Market fails to hold opening gains, remains in a range

#Sensex falls 68 points to 66,459 & #Nifty 20 points to 19,734

Nifty Bank slips 59 pts to 45,593 while Midcap Index rises 12 pts to 37,733

PSU basket sees buying with coal India rising 5% & NTPC 3%",NTPC,NTPC Limited
169,2023-08-02,Paisalo Digital in MoU with TVS Motor to finance 3-wheeler ICE & Ev biz,Paisalo Digital Limited,EQ
170,2023-08-02,"UltraTech commissions 1.2 mtpa brownfield cement capacity at Magdalla, Gujarat",Gujarat Fluorochemicals Limited,EQ
171,2023-08-02,Greaves Cotton arm partners ReadyAssist for full-stack after-sales services to fleet customer,Greaves Cotton Limited,EQ
172,2023-08-02,"Prism Johnson Q1

-Net Profit at ₹20.8 Cr vs loss of ₹16 Cr (YoY)
-Revenue up 7.2% At ₹1,942.2 Cr vs ₹1,811.1 Cr (YoY)
-EBITDA up 25.8% At ₹151.7 Cr vs ₹120.6 Cr (YoY)
-EBITDA Margin At 7.8% vs 6.6% (YoY)",Johnson Controls - Hitachi Air Conditioning India Limited,EQ
173,2023-08-02,"Strides Pharma reports #Q1 earnings. 

▶️Net loss at ₹7.1 cr vs loss of ₹136 cr (YoY)
▶️Revenue down 1.1% at ₹930 cr vs ₹940 cr (YoY)
▶️EBITDA at ₹166.5 cr vs ₹60.1 cr (YoY)
▶️EBITDA margin at 18% vs 6.4% (YoY)",Strides Pharma Science Limited,EQ
174,2023-08-02,"Firstsource reports #Q1 earnings. 

▶️Net profit down 11% at ₹125.9 cr vs ₹141.3 cr (QoQ)
▶️Revenue down 1.8% at ₹1,529.1 cr vs ₹1,557 cr (QoQ)
▶️EBITDA down 1.7% at ₹240 cr vs ₹244.2 cr (QoQ)
▶️EBITDA margin flat at 15.7% (QoQ)",Firstsource Solutions Limited,EQ
175,2023-08-02,"Godrej Properties reports #Q1 earnings. 

▶️Net profit at ₹125 cr vs ₹45.5 cr (YoY)
▶️Revenue at ₹936.1 cr vs ₹244.7 cr (YoY)
▶️EBITDA loss at ₹149 cr vs EBITDA loss of ₹24.1 cr (YoY)",Godrej Agrovet Limited,EQ
176,2023-08-02,"Gateway Distriparks Q1

-Net Profit up 9.2% at ₹62.9 Cr vs ₹58 Cr (YoY)
-Revenue up 7.6% at ₹369.7 Cr vs ₹343.7 Cr (YoY)
-EBITDA up 8.8% at ₹95.5 Cr vs ₹87.8 Cr (YoY)
-EBITDA Margin at 25.8% vs 25.5% (YoY)",Gateway Distriparks Limited,EQ
177,2023-08-02,"Arvind Smartspaces reports #Q1 earnings

- Net profit up 11.1% at ₹8 cr vs ₹7.2 cr (YoY)

- Revenue up 10.8% at ₹66.8 cr vs ₹60.3 cr (YoY)

- EBITDA at ₹26.3 cr vs ₹10.8 cr (YoY)

- EBITDA margin at 39.4% vs 17.9% (YoY)",Arvind Limited,EQ
178,2023-08-02,"Orient Electric reports #Q1 earnings.

▶️Net profit up 3.7% at  ₹19.7 cr vs ₹19 cr (YoY)
▶️Revenue up 13.5% at ₹705.6 cr  vs ₹621.6 cr (YoY)
▶️EBITDA up 15.2% at ₹44 cr  vs ₹38.2 cr (YoY)
▶️EBITDA margin at 6.2% vs 6.1% (YoY)",Orient Green Power Company Limited,EQ
179,2023-08-02,"AIA Engineering reports #Q1 earnings

- Net profit up 43% at ₹272.3 cr vs ₹191 cr (YoY)

- Revenue up 14.8% at ₹1,239.6 cr vs ₹1,079.7 cr (YoY)

- EBITDA up 38.8% at ₹343 cr vs ₹247.2 cr (YoY)

- EBITDA margin at 27.7% vs 23% (YoY)",AIA Engineering Limited,EQ
180,2023-08-02,"Sapphire Q1

-Net Profit down 34.5% at ₹25 cr vs ₹38.3 cr (YoY)
-Revenue up 19.8% at ₹654.3 cr vs ₹546.2 cr (YoY)
-EBITDA up 9.9% at ₹121.3 cr vs ₹110.4 cr (YoY)
-EBITDA Margin at 18.5% Vs 20.2% (YoY)",Sapphire Foods India Limited,EQ
181,2023-08-02,"Aditya Birla Capital reports #Q1 earnings

- Net Profit up 55% At ₹665.7 Cr Vs ₹430 Cr (YoY)

- Revenue up 26% At ₹7,045 Cr Vs ₹5,590.3 Cr (YoY)",Aditya Birla Capital Limited,EQ
182,2023-08-02,"SKF reports #Q1 earnings. 

▶️Net profit up 19.6 % at ₹154.4 cr vs ₹129 cr (YoY)
▶️Revenue up 9% at ₹1,149.6 cr vs ₹1,054.7 cr (YoY)
▶️EBITDA up 10.4% at ₹202.8 cr vs ₹183.7 cr (YoY)
▶️EBITDA margin at 17.6% vs 17.4% (YoY)",SKF India Limited,EQ
183,2023-08-02,"Indian Overseas Bank reports #Q1 results. 

▶️Net profit up 28.4% at ₹500.4 cr vs ₹392.2 cr (YoY)
▶️NII up 32.4% at ₹2,322.5 cr vs ₹1,753.7 cr (YoY)

▶️Gross NPA at 7.13% vs 7.44% (QoQ)
▶️Net NPA at 1.44% vs 1.83% (QoQ)",Indian Energy Exchange Limited,EQ
184,2023-08-02,"Adani Wilmar reports #Q1 earnings.

▶️Net loss of ₹79 cr vs profit of ₹194 cr (YoY)
▶️Revenue down 12% at ₹12,928 cr vs ₹14,724 cr (YoY)
▶️EBITDA down 71% at ₹130 cr vs ₹443 cr (YoY)
▶️EBIDTA margin at 1% vs 3% (YoY)",Adani Wilmar Limited,EQ
184,2023-08-02,"Adani Wilmar reports #Q1 earnings.

▶️Net loss of ₹79 cr vs profit of ₹194 cr (YoY)
▶️Revenue down 12% at ₹12,928 cr vs ₹14,724 cr (YoY)
▶️EBITDA down 71% at ₹130 cr vs ₹443 cr (YoY)
▶️EBIDTA margin at 1% vs 3% (YoY)",Adani Wilmar Limited,EQ
184,2023-08-02,"Adani Wilmar reports #Q1 earnings.

▶️Net loss of ₹79 cr vs profit of ₹194 cr (YoY)
▶️Revenue down 12% at ₹12,928 cr vs ₹14,724 cr (YoY)
▶️EBITDA down 71% at ₹130 cr vs ₹443 cr (YoY)
▶️EBIDTA margin at 1% vs 3% (YoY)",Adani Wilmar Limited,EQ
184,2023-08-02,"Adani Wilmar reports #Q1 earnings.

▶️Net loss of ₹79 cr vs profit of ₹194 cr (YoY)
▶️Revenue down 12% at ₹12,928 cr vs ₹14,724 cr (YoY)
▶️EBITDA down 71% at ₹130 cr vs ₹443 cr (YoY)
▶️EBIDTA margin at 1% vs 3% (YoY)",Adani Wilmar Limited,EQ
184,2023-08-02,"Adani Wilmar reports #Q1 earnings.

▶️Net loss of ₹79 cr vs profit of ₹194 cr (YoY)
▶️Revenue down 12% at ₹12,928 cr vs ₹14,724 cr (YoY)
▶️EBITDA down 71% at ₹130 cr vs ₹443 cr (YoY)
▶️EBIDTA margin at 1% vs 3% (YoY)",Adani Wilmar Limited,EQ
184,2023-08-02,"Adani Wilmar reports #Q1 earnings.

▶️Net loss of ₹79 cr vs profit of ₹194 cr (YoY)
▶️Revenue down 12% at ₹12,928 cr vs ₹14,724 cr (YoY)
▶️EBITDA down 71% at ₹130 cr vs ₹443 cr (YoY)
▶️EBIDTA margin at 1% vs 3% (YoY)",Adani Wilmar Limited,EQ
184,2023-08-02,"Adani Wilmar reports #Q1 earnings.

▶️Net loss of ₹79 cr vs profit of ₹194 cr (YoY)
▶️Revenue down 12% at ₹12,928 cr vs ₹14,724 cr (YoY)
▶️EBITDA down 71% at ₹130 cr vs ₹443 cr (YoY)
▶️EBIDTA margin at 1% vs 3% (YoY)",Adani Wilmar Limited,EQ
185,2023-08-02,Shemaroo Entertainment gets I&B Ministry’s nod to uplink & downlink TV channels,Entertainment Network (India) Limited,EQ
187,2023-08-02,"VIP Industries reports #Q1 earnings

- Net Profit down 16.4% at ₹57.8 cr vs ₹69.1 cr (YoY)

- Revenue up 7.7% at ₹636.1 cr vs ₹590.6 cr (YoY)

- EBITDA down 21.4% at ₹80.6 cr vs ₹102.5 cr (YoY)

- EBITDA margin at 12.7% vs 17.4% (YoY)",VIP Clothing Limited,EQ
188,2023-08-02,Vardhman Special Steels board approves #capex of nearly ₹160 crore towards increasing #capacity of rolling mill,Vardhman Acrylics Limited,EQ
189,2023-08-02,"Vardhman Special Steels reports #Q1 earnings

- Net profit down 38.6% at ₹18.6 cr vs ₹30 cr (YoY)

- Revenue down 12.7% at ₹409.4 cr vs ₹469.2 cr (YoY)

- EBITDA down 36% at ₹29.3 cr vs ₹45.8 cr (YoY)

- EBITDA margin at 7.2% vs 9.8% (YoY)",Vardhman Acrylics Limited,EQ
191,2023-08-03,"#AmbujaCements to acquire #SanghiIndustries at an EV of ₹5,000 cr, makes open offer for 26% in Sanghi Ind at ₹114.22/sh",Sanghi Industries Limited,BE
192,2023-08-03,FDC board to consider share buyback on August 9,FDC,FDC Limited
193,2023-08-03,"Varun Beverages reports #Q2 earnings. 

▶️Net profit up 26.2% at ₹993.8 cr vs ₹787.4 cr (YoY)

▶️Revenue up 13.6% at at ₹5,699.7 cr vs ₹5,017.5 cr (YoY)

▶️EBITDA up 21% at ₹1,510.9 cr vs ₹1,250.4 cr (YoY)

▶️Margin at 26.5% vs 25% (YoY)",Varun Beverages Limited,EQ
194,2023-08-03,STL bags order worth ₹250 cr for building and maintaining data centres for a public sector entity,STL Global Limited,EQ
195,2023-08-03,"Zydus Wellness reports #Q1 earnings. 

▶️Net profit down 19.4% at ₹110.4 cr vs ₹137 cr (YoY)

▶️Revenue up 0.9% at ₹702 cr vs ₹696 cr (YoY)

▶️EBITDA down 21% at ₹116 cr vs ₹147 cr (YoY)

▶️Margin at 16.5% vs 21.1% (YoY)",Zydus Lifesciences Limited,EQ
197,2023-08-03,"Bharat Seats reports #Q1 earnings. 

▶️Net profit up 30.6% at ₹4.7 cr vs ₹3.6 cr (YoY)

▶️Revenue up 2% at ₹252.7 cr vs ₹247.7 cr (YoY)

▶️EBITDA up 27.4% at ₹12.1 cr vs ₹9.5 cr (YoY)

▶️Margin at 4.8% vs 3.8% (YoY)",Bharat Bijlee Limited,EQ
198,2023-08-03,"Cera Sanitary reports #Q1 earnings.

▶️Net profit up 42.5%  at ₹56.3 cr vs ₹39.5 cr (YoY)

▶️Revenue up 8%  at ₹429 cr vs ₹397 cr (YoY)

▶️EBITDA up 11%  at ₹70 cr vs ₹63 cr (YoY)

▶️Margin at 16.3% vs 15.9% (YoY)",Cera Sanitaryware Limited,EQ
199,2023-08-03,"ICRA reports #Q1 earnings. 

▶️Net profit up 90.1%  at ₹40.3 cr vs ₹21.2 cr (YoY)

▶️Revenue up 11% at  at ₹102.7 cr vs ₹92.5 cr (YoY)

▶️EBITDA up 9.5%  at ₹34.6 cr vs ₹31.6 cr (YoY)

▶️Margin at 33.7% vs 34.2% (YoY)",ICRA,ICRA Limited
202,2023-08-03,Kalyan Jewellers announces plan to launch 11 new showrooms in August 2023,Kalyan Jewellers India Limited,EQ
203,2023-08-03,"Avadh Sugar reports #Q1 earnings

⭕️ Net profit up 12.7% at ₹22.2 cr vs ₹19.7 cr (YoY)

⭕️ Revenue down 0.9% at ₹682 cr vs ₹688 cr (YoY)

⭕️ EBITDA up 13.4% at ₹72.7 cr vs ₹64.1 cr (YoY)

⭕️ Margin at 10.6% vs 9.3% (YoY)",Avadh Sugar & Energy Limited,EQ
204,2023-08-03,"Tube Investments reports #Q1 earnings

- Net profit up 10.5% at ₹215 cr vs ₹194.6 cr (YoY)

- Revenue up 3.2% at ₹3,897.6 cr vs ₹3,776.3 cr (YoY)

- EBITDA up 15% at ₹467 cr vs ₹406.3 cr (YoY)

- Margin at 12% vs 10.8% (YoY)",Tube Investments of India Limited,EQ
205,2023-08-03,"Minda Corp reports #Q1 earnings.

▶️Net profit down 13.9% at ₹45.2 cr vs ₹52.5 cr (YoY)

▶️Revenue up 6.4% at ₹1,074.5 cr vs ₹1,010.2 cr (YoY)

▶️EBITDA up 7.6% at ₹114.7 cr vs ₹106.6 cr (YoY)

▶️Margin at 10.7% vs 10.6% (YoY)",Minda Corporation Limited,EQ
206,2023-08-03,"Sun Pharma reports #Q1 earnings

▶️ US sales at $471 m vs estimate of $440-$465 m

▶️ US sales at $471 m vs $430 m (QoQ)

▶️ Well positioned to meet our growth guidance for FY24",Sun Pharma Advanced Research Company Limited,EQ
207,2023-08-03,"Kansai Nerolac reports #Q1 earnings. 

▶️Net profit at ₹738 cr  vs ₹156.3 cr (YoY)
▶️One-time gain at ₹661.2 cr
▶️Revenue up 5.0%  at ₹2,157 cr vs ₹2,051 cr (YoY)
▶️EBITDA up 31.0%  at ₹332 cr vs ₹254 (YoY)
▶️Margin at 15.4% vs 12.4% (YoY)",Kansai Nerolac Paints Limited,EQ
210,2023-08-03,"Neuland Labs reports #Q1 earnings. 

▶️Net profit at ₹61.9 cr vs ₹10 cr (YoY)
▶️Revenue up 64.1% at ₹363 cr vs ₹221.2 cr (YoY)
▶️EBITDA at ₹96.9 cr vs ₹28.6 cr (YoY)
▶️Margin at 26.7% vs 13% (YoY)",Neuland Laboratories Limited,EQ
213,2023-08-03,"Radico Khaitan reports #Q1 earnings. 

▶️Net profit up 10.2% at ₹68.3 cr vs ₹62 cr (YoY)
▶️Revenue up 26.4% at ₹953.9 cr vs ₹757.4 cr (YoY)
▶️EBITDA up 29.2% at ₹119.5 cr vs ₹92.5 (YoY)
▶️EBITDA margin at 12.5% vs 12.2% (YoY)",Khaitan Chemicals & Fertilizers Limited,EQ
215,2023-08-03,"KEC International wins new orders worth Rs 1,065 crore across its various businesses",KEC,KEC International Limited
216,2023-08-03,"KEC International reports #Q1 earnings.

▶️Net profit at up 36.5% at ₹42.3 cr vs ₹31 cr (YoY)
▶️Revenue up 27.9% at ₹4,243.6 cr vs ₹3,318.1 cr (YoY)
▶️EBITDA up 45% at ₹244.4 cr vs ₹168.5 cr (YoY)
▶️EBITDA margin at 5.8% vs 5.1% (YoY)",KEC,KEC International Limited
217,2023-08-03,"| Venus Pipes reports #Q1 earnings. 

▶️Net profit up 91.2% at ₹17.4 cr vs ₹9.1 cr (YoY)
▶️Revenue up 58.1% at ₹179.6 cr vs ₹113.6 cr (YoY)
▶️EBITDA up 54.2% at ₹27.6 cr vs 17.9 cr (YoY)
▶️EBITDA margin at 15.4% vs 15.8% (YoY)",Venus Pipes & Tubes Limited,EQ
218,2023-08-04,"Rane Holdings reports #Q1 earnings. 

▶️Net profit down 36.5% at ₹12.7 cr vs ₹20 cr (YoY)

▶️Revenue up 9.5% at ₹894.5 cr vs ₹817.1 cr (YoY)

▶️EBITDA up 43.9% at ₹77.7 cr vs ₹54 cr (YoY)

▶️Margin at 8.7% vs 6.6% (YoY)",Rane Engine Valve Limited,EQ
219,2023-08-04,"Devyani Intl Q1 (YoY)
🚩Net profit at ₹11.7 cr  Vs ₹73.8 cr, one-time loss at 47.3 cr
🚩Tax expense at ₹14.5 cr Vs ₹2.3 cr
🚩Revenue up 20.1% at ₹846.6 cr Vs ₹704.7 cr
🚩EBITDA up 5.4%  at ₹174 cr Vs ₹165 cr
🚩Margin at 20.5% Vs 23.4%",Devyani International Limited,EQ
220,2023-08-04,"JK Tyre reports #Q1 earnings. 

▶️Net profit at ₹154 cr vs ₹37.2 cr (YoY)
▶️Revenue up 2.1% at ₹3,718.1 cr vs ₹3,643 cr (YoY)
▶️EBITDA up 60.6% at ₹457.3 cr vs ₹284.8 cr (YoY)
▶️Margin at 12.3% vs 7.8% (YoY)",JK Cement Limited,EQ
222,2023-08-04,"SBI reports #Q1 earnings

- Domestic net interest margin at 3.47% vs 3.84% (QoQ)

- #Slippages ratio at 0.94% vs 0.41% (QoQ)

- Credit cost at 0.32% vs 0.16% (QoQ)",SBI Cards and Payment Services Limited,EQ
223,2023-08-04,"Alembic reports #Q1 earnings

- Net profit at ₹120.6 cr vs loss of ₹65.9 cr (YoY)

- Revenue up 17.8% at ₹1,486.2 vs ₹1,262.1 cr (YoY)

- EBITDA at ₹198.8 cr vs ₹14.6 cr (YoY)

- EBITDA margin at 13.4% vs 1.2% (YoY)",Alembic Limited,EQ
225,2023-08-05,"CESC reports Q1 earnings

- Net profit up 21.3% at Rs 347 cr vs Rs 286 cr (YoY)

- Revenue up 5.1% at Rs 4,310 vs Rs 4,102 cr (YoY)

- EBITDA up 38.2% at Rs 724 cr vs Rs 650 cr (YoY)

- EBITDA margin at 16.8% vs 15.9% (YoY)",CESC,CESC Limited
226,2023-08-05,"Bharat Heavy Electricals Limited (#BHEL) reports #Q1 earnings. 

▶️Net loss of ₹343.9 cr vs loss of₹188 cr (YoY)
▶️Revenue up 7.1% at ₹5,003.4 cr vs ₹4,672 cr (YoY)
▶️EBITDA up 14.9% at ₹1,037.4 cr vs ₹902.7 cr (YoY)
▶️EBITDA margin at 20.7% vs 19.3% (YoY)",Bharat Bijlee Limited,EQ
227,2023-08-05,"Mold-Tek Packaging reports #Q1 earnings.

▶️Net profit down 13.8% at ₹18.7 cr vs ₹21.7 cr (YoY)
▶️Revenue down 10.5% at ₹185.9 cr vs ₹207.8 cr (YoY)
▶️EBITDA down 5.7% at ₹35 cr vs ₹37.1 cr (YoY)
▶️EBITDA margin at 18.8% vs 17.9% (YoY)",Mold-Tek Technologies Limited,EQ
228,2023-08-05,"PG Electroplast reports #Q1 earnings. 

▶️Net profit at ₹33.8 cr vs ₹16.4 cr (YoY)
▶️Revenue up 26.3% at ₹677.6 cr vs ₹536.7 cr (YoY)
▶️EBITDA up 81% at ₹65.8 cr vs ₹36.3 cr (YoY)
▶️EBITDA margin at 9.7% vs 6.8% (YoY)",PG Electroplast Limited,EQ
229,2023-08-05,"Delhivery reports #Q1 earnings. 

▶️Net loss at ₹89.4 cr vs loss of ₹399.3 cr (YoY)
▶️Revenue up 10.5% at ₹1,929.7 cr vs ₹1,745.7 cr (YoY)",Delhivery Limited,EQ
237,2023-08-05,#NewsFlash | Government grants 'Maharatna' status to Oil India,Bank of India,EQ
238,2023-08-05,Rolls-Royce emphasises strong collaboration with India for diesel engines,Bank of India,EQ
239,2023-08-05,"Fortis Healthcare Q1 net profit declines to Rs 124 crore, revenue up 11%",Fortis Healthcare Limited,EQ
242,2023-08-05,"Gujarat Fluorochemicals reports #Q1 earnings

Net profit down 34.2% at Rs 201.2 cr vs Rs 306.3 cr (YoY)

Revenue down 9.3% at Rs 1,209.3 cr vs Rs 1,334 cr (YoY)

EBITDA down 24.2% at Rs 347.9 cr vs Rs 459 cr (YoY)

Margin at 28.8% Vs 34.4% (YoY)",Gujarat Fluorochemicals Limited,EQ
245,2023-08-07,"Sula Vineyards says Bombay HC sets aside state Excise Min’s order w.r.t excise demand notice
Alert: Sula Vineyards had received excise duty notice of Rs 116 cr from Maharashtra Excise Min",Bombay Burmah Trading Corporation Limited,EQ
247,2023-08-07,"Restaurant Brands Asia #Q1

▶️Net loss at ₹50.5 cr vs  loss of ₹47.5 cr (YoY)

▶️Revenue up 25%  at ₹611 cr vs ₹489 cr (YoY)

▶️EBITDA up 65%  at ₹48.2 cr vs ₹29.2 cr (YoY)

▶️EBITDA margin at 7.9% vs 6% (YoY)

▶️Material costs at ₹220 cr vs ₹174 cr (YoY)",Restaurant Brands Asia Limited,EQ
248,2023-08-07,"AdaniEnergySolutions achieves $700 million financial closure with nine international banks for its under-construction High Voltage Direct Current (HVDC) transmission link between Kudus to Aarey, Mumbai, Maharashtra",Bank of Maharashtra,EQ
249,2023-08-07,Cyient collaborates with Microsoft to establish ‘EnGeneer’ center of excellence to enhance engineering lifecycle agility by developing platforms & tools. EnGeneer CoE will help engineers with automation and assistance,Cyient Limited,EQ
250,2023-08-07,"VRL Logistics reports #Q1 results. 

▶️Net profit down 31.2% at ₹34 cr vs ₹49.4 cr (YoY)
▶️Revenue up 9.8% at ₹674.2 cr vs ₹614.3 cr (YoY)
▶️EBITDA up 11.8% at ₹102 cr vs ₹91.2 cr (YoY)
▶️Margin at 15.1% vs 14.8% (YoY)",VRL Logistics Limited,EQ
251,2023-08-07,"Venky's reports #Q1 earnings

▶️Net profit down 60.6%  at ₹19.4 cr vs ₹49.3 cr (YoY)

▶️Revenue down 18.4%  at ₹976.4 cr vs ₹1196.4 cr (YoY)

▶️EBITDA down 56.5%  at ₹30.9 cr vs ₹71.1 cr (YoY)

▶️EBITDA margin at 3.2% vs 6% (YoY)",Venky's (India) Limited,EQ
252,2023-08-07,"| Poly Medicure reports #Q1 earnings

▶️Net profit at ₹62.7 cr vs ₹27 cr (YoY)

▶️Revenue up 29%  at ₹320.8 cr vs ₹248.9 cr (YoY)

▶️EBITDA up 87.3%  at ₹87.1 cr vs ₹46.5 cr (YoY)

▶️EBITDA margin at 27.2% vs 18.7% (YoY)",Poly Medicure Limited,EQ
253,2023-08-07,"| Stylam Ind reports #Q1 earnings

▶️Net profit up 33.3%  at ₹28 cr vs ₹21 cr (YoY)

▶️Revenue down 4%  at ₹225.7 cr vs ₹235 cr (YoY)

▶️EBITDA up 18.4%  at ₹41.8 cr vs ₹35.3 cr (YoY)

▶️EBITDA margin at 18.5% vs 15% (YoY)",Stylam Industries Limited,EQ
254,2023-08-07,Coromandel International arm Dhaksha Unmanned Sys bags order worth ₹165 cr for defence & agri drones,Coromandel International Limited,EQ
255,2023-08-07,"Eris Life reports #Q1 earnings. 

▶️Net profit flat at ₹94.8 cr (YoY)
▶️Revenue up 17% at ₹466.6 cr vs ₹398.5 cr (YoY)
▶️EBITDA up 31% at ₹170 cr vs ₹129 cr (YoY)
▶️Margin at 36% vs 32% (YoY)",Eris Lifesciences Limited,EQ
256,2023-08-07,"Alkyl Amines reports #Q1 earnings. 

▶️Net profit down 39% at ₹50 cr vs ₹82 cr (YoY)
▶️Revenue down 13% at ₹410 cr vs ₹473 cr (YoY)
▶️EBITDA down 36% at ₹74 cr vs ₹116 cr (YoY)
▶️Margin at 18% vs 24.5% (YoY)",Alkyl Amines Chemicals Limited,EQ
257,2023-08-07,"Paras Defence reports #Q1 earnings

- Net profit down 14.3% at ₹6 cr vs ₹7 cr (YoY)

- Revenue up 18.4% At ₹48.3 Cr Vs ₹40.8 Cr (YoY)

- EBITDA down 4.4% At ₹10.8 Cr Vs ₹11.3 Cr (YoY)

- Margin at 22.4% vs 27.7% (YoY)",Paras Defence and Space Technologies Limited,EQ
258,2023-08-07,"Ramco Cements reports #Q1 earnings

- Sales volumes at 4.3 mt vs CNBC-TV18 poll of 4.4 mt

- Sales volume up 29.0% at 4.3 mt vs 3.34 mt (YoY)",Ramco Industries Limited,EQ
259,2023-08-07,"Caplin Point reports #Q1 earnings

▶️Net profit up 21.6%  at ₹103.4 cr vs ₹85 cr (YoY)

▶️Revenue up 14.1%  at ₹395.3 cr vs ₹346.3 cr (YoY)

▶️EBITDA up 23.7%  at ₹126.5 cr vs ₹102.3 cr (YoY)

▶️EBITDA margin at 32% vs 29.5% (YoY)",Caplin Point Laboratories Limited,EQ
260,2023-08-07,"GHCL reports #Q1 earnings

⭕️ Net profit up 32.6% at ₹426.3 cr vs ₹321.5 cr (YoY)

⭕️ Revenue down 11.4% at ₹1,017 cr vs ₹1,148 cr (YoY)

⭕️ EBITDA down 17.1% at ₹298 cr vs ₹359.2 cr (YoY)

⭕️ Margin at 23.9% vs 31.3% (YoY)",GHCL,GHCL Limited
